USCADI,Organization,Category,Currency,Amount,Start (yyyyMMdd),End (yyyyMMdd),Document Hash
KNS2EGQMHQXHP46VYXPGDWL5KDHKGF4Y7RIM5TYU4XRUU7JQWHZA====,ORG1,CASH-MPA,USD,59163,20240401,20240701,GWMW5EV2YQMHVPYLUVU6QU5K3PR6MLHOWA7SQGJFVXZNZPCN5ZHQ====
XL2F5NG43RPECCTVU2KK6YVMUFME4NKO3CTS42C5NYBNLUUKOH5Q====,ORG1,CASH-MPA,USD,82902,20240401,20240701,KXJMNQVDW6BIWZBJL27IXQ5DHOL572RBCWXPSEPAWSEXI4H2HYKQ====
LIUMVBEIFNW2YWY37PWE4SM2TUIJGXQTS3HOK3G5OISBZK2VU32A====,ORG1,CASH-MPA,USD,81806,20240401,20240701,W4SKN7AH7PLSRFSHMCD6RW2N3VOYUMQ6PU7RULBUBRPU6HWRXACA====
K7ZTJ24AUJF2P4KD2ENIUIWOZ63U6VNDCI54BQ6DJSNQQDLPKSGA====,ORG1,CASH-MPA,USD,84194,20240401,20240701,V4FZ2BITRJHCZBPWRURQVQCJ4WE5MPRONWGFDCPSAEPWOYEABA6A====
TIXXDPLTTQJEYAG23BLRHOFO5WJQAY3KI7QSDB7I3TQW6LFAOQUA====,ORG1,CASH-MPA,USD,98411,20240401,20240701,TJIGGAMGT2TRFXQ46EDSI2AKPV5Z2YG7FYMDQZKXKSITA74M4YDQ====
VDXFQ6TL5SSPWQLYLS2MBQD3CO6DKLHY3A5267WOQL7Y4K3EMMSQ====,ORG1,CASH-MPA,USD,24762,20240401,20240701,3HZBTH4PZYTJU5BZEUW3BWUYERF4PCFWFDO7GMNDHZEO5J625Z4Q====
DCLIEYCGQP4AGRKK54UBGOOIEITU6JTJKQY4TES2DDVBB4R3NHWQ====,ORG1,CASH-MPA,USD,73062,20240401,20240701,6DZ3M6LM5ZNY4RR75RRJ2DJNOBN2AT2BXMHEPY6K5UDKAHXUVGNQ====
PGRS6MTQ3PKEUDPEYUP3UQ7YYF4KZNUT2EBYZG4MS7WU4NOWVHNQ====,ORG1,CASH-MPA,USD,93793,20240401,20240701,
UJIELJ4XBQGTUC2TWZHJIPGPYG4WRPETLVQKPBBD5XFBY6U6LOLA====,ORG1,CASH-MPA,USD,35757,20240401,20240701,WRKMMR6IBCXTDEFU4EBOHJJE4EPM3ZTKJFVRSFPBBM2XPSNG65FQ====
OYW3R26TP54PGY67WUOHBO3ZRVMIXS2LGGMEUFGJHM2NPYBOBX6Q====,ORG1,CASH-MPA,USD,1796,20240401,20240701,W3T5QVPV25K3MC4FO3AV6SDNL2VI2BFGYAPSDI2Q6RB7PY3E5IZQ====
DMGVBAFVJS3OVU6BJ7I427LXDZMB6TU6JBZASAYHSQXM4JKDJKIQ====,ORG1,CASH-MPA,USD,18209,20240401,20240701,EM7GQSZQ3BVCFLMCYK6YD5ZP5PCFIRFWIBWMA223VPEWYXM4MTXA====
UY5C2ZS4KLIJQOMMRRZALRFLKDR2AD5PKUSDB54CNMLTHGNQOH2Q====,ORG1,CASH-MPA,USD,99254,20240401,20240701,
QG2CG7GNWBGOKF32Q7VEB4BWU5X7KQCCYXBYZDBUJCYHNSCGCR3Q====,ORG1,CASH-MPA,USD,95607,20240401,20240701,GH6TCSICIAHP7TSZTHPBP7V5XOWEDNHYNZT6VTLN6AP3UQO2T7JA====
7N26FYS25YRGHOKQVE6MRGNSFRBLJGHNODXKPJ3VXKA6PT5OSOOQ====,ORG1,CASH-MPA,USD,33659,20240401,20240701,
PEW5FI22C7DAH22RAVARI6LGDRMADRPQJYGUYO2MI3XEPUTLX26A====,ORG1,CASH-MPA,USD,53620,20240401,20240701,ZJIMXY7H5FPR4VFLCH5DJIIJOPWSYS7K62YR5YEV5PV2EYWMOHUA====
PD7CUURCPXKNYEZ4TCP65Q2GLBKSNVIJK3WFJLQ5UST4E5BNJL4Q====,ORG1,CASH-MPA,USD,84519,20240401,20240701,
UPWAZOLXROGQDYLLJHJ5HUPCOKKOOAOZJUPM5CACDV67NKQKUFZA====,ORG1,CASH-MPA,USD,15855,20240401,20240701,AKRTP2JLSH2DLQKDYUXPLNFBIEQBCOE6OZU32DXKLWQCQKSG7P7Q====
A6DMVNYXIPBE4E26TR2IEMTHNSUVP7JBXSH4ORB3VX4DFG5WRHUQ====,ORG1,CASH-MPA,USD,9800,20240401,20240701,
MSA25SMDL5UGEOI6CGE6ZOM6WTR7HYF7AZQYRF7MLDDA5FPBTSXA====,ORG1,CASH-MPA,USD,38691,20240401,20240701,5Y45W5LFQV6ZFOH4BJQ4ODRK4ZGW5VTI5UNCBFH2DFBF5MDGMPMA====
AAAYCYAWAXRGNTQ3OKD235XKNUIZHMSC6DZNSQEOOJYBQANIQT7A====,ORG1,CASH-MPA,USD,4504,20240401,20240701,HFO3AIH6CSXC5X6OYCZW54PH7IQMRSCIIHIVWHUDXIJKJTQKKUVA====
IGYFG35UU46R5VFI7T5RJF3SPR6AIPXRQCD6ZL53AMGUZGE6Y2UQ====,ORG1,CASH-MPA,USD,74225,20240401,20240701,
7QDWF7VAQQUU2NFPSX7JAGK3JFRHOVBMVEO5BXND4PBCUDF6I4UA====,ORG1,CASH-MPA,USD,38000,20240401,20240701,R234VWBQC4OINR6U4G427ZFE4435QZ4TR2QIM3YTRX3ZBXB5U3LA====
P5YBSTVD6NCIPBG6MK3K2LV64DBKWXFIKWE3OVUNA4X574QBUEZA====,ORG1,CASH-MPA,USD,41579,20240401,20240701,AEOUAH63VNEG2B3W6VQNQ2VTUM4S67AYJ2AVRZZOUKC4LSGU7KQQ====
2UVJSH5PKL2J3VHY2QKH22EEXQMZUS4EKMMHGRYTHXYWMMAL4VNA====,ORG1,CASH-MPA,USD,38464,20240401,20240701,
A5VOSJJYUPM3L2W2KOK6Z24C2MNFVPDF654GHAYSJE57J33XSWEQ====,ORG1,CASH-MPA,USD,94731,20240401,20240701,
NSQYZ2QWMR4JPZRFEU2NCN2XHQJ5M4AWS7YT4LYFVARGII7VFAUQ====,ORG1,CASH-MPA,USD,62210,20240401,20240701,
FQJSXVVOY2ECYCDTZAYIYXKQEN623NLYRSPMZMF75ZVRGNAA6IFQ====,ORG1,CASH-MPA,USD,12064,20240401,20240701,ZIT5KHRMRCQOCHIARJVAXPD5AC3PUN6ETNB663EGF4QUWSAHHGAA====
GT6BDLCTDQ2LBEO5N4NM65C57LRFNQLJGVBBM7NWQCMLMGEKL5GQ====,ORG1,CASH-MPA,USD,46669,20240401,20240701,L5DPIBS6Z5SC5FQLE7O3W2FJQ32TNFNA3OQQN2SD5P6RKZRTFKLQ====
HKCDK5MRES5V6UB2SYSBXUTREZNRXIHGOCXOA2IRTDV5FJNYNHKA====,ORG1,CASH-MPA,USD,94012,20240401,20240701,S6VDYERFVBOE4A2Q2Y7OPVUWZUXNNEEZALJOZP6P3TAID4QYYWQA====
URKUXX4CMN6XP2I4L6OKBKRONM7JFQ2VCHIEFQFTSF3Z6Z7CEADQ====,ORG1,CASH-MPA,USD,14562,20240401,20240701,TPRQXB7Y42RPWA2UQYVLNQRH4TG3T2TNCBSXK7NPASOK2N7ECCBQ====
NYDYAFVJYNFTMLDH4KFM2GE25IVD3M2XWRKROGPBRD4SQZMSQZHA====,ORG1,CASH-MPA,USD,72634,20240401,20240701,
BWXEENBXZVLOYRCYH5NMCVNRSSFOC2DHDJIMUCUDGWIVKMMCXVRA====,ORG1,CASH-MPA,USD,43296,20240401,20240701,B4A6EQQE6WD4LATVCGE3EKVMFO5BJ2677FWBGN5FPUEXGGK7LHOQ====
NSEIMOJR6ZAOFJCBLVLL6HP5HGZQK45K6JGTP7PHKJ2VN7BZNOKQ====,ORG1,CASH-MPA,USD,77876,20240401,20240701,OEI6L5QQNZXUYSXERIHL5B4Z7PY4AXDTM7QRP7LRYOCZBHUGG5SA====
7LYHBQVJX3ATO3CPUTWRCRDGNNRSX2GGQCANHTE5A4LI4VRT2Z2A====,ORG1,CASH-MPA,USD,42346,20240401,20240701,VKP4KNXIBRM564FAWXQIFGBWGCFRLMZ2RMYCZZ4WAPNUDSVBUXLQ====
QG7HVJG7ZOYTEOXX7NBC2TZS3QKJFJ3MVHWFWOKRLBZZWLNYATCA====,ORG1,CASH-MPA,USD,53478,20240401,20240701,IKYHRLYCNZDCDAOD7B2OVLNFS32SRUFGZLATSPIHSRQLUGTIZCKQ====
W43L5S73C7FGRM6HSAJB3HLDMYDLZHYZZCE7ITLKHDQS2SPQSAFA====,ORG1,CASH-MPA,USD,21221,20240401,20240701,L7DQ5YXHOJHQ7VSAK6LVNGCE4WNDJNWVGUOURQHFWA7GMVEN46FA====
YBCCPMJUCOSZWCNWVSSHRWJRYFA6HBIEQFAEQGR7RZ7QZIIG7QIA====,ORG1,CASH-MPA,USD,13661,20240401,20240701,IPIN6ECBUT3QABPNBAMTXTT7LOHIQRXTZYNZR3WUKG3YP74PCBYA====
ZJPADAYMPMGZU45UDRMU52JFL6CGYBKQT6HAJW3RVJFP7A5YMBDA====,ORG1,CASH-MPA,USD,78761,20240401,20240701,D5SX7C45BJJ3OHKYTM4A4ZPOIE62JAKR2MJEGAHZKYEZFHPTYPGA====
A7XEBUF5IT6C6TCRS3HQPPVPENFOE4ECIYLGSR73ROPUM2V3MVEA====,ORG1,CASH-MPA,USD,93527,20240401,20240701,ICNHXISG34RBILAACAGOURWRQ5RQQ4BDXTJMRXHRNDIBTPGR4OXA====
Q6OCEMNDPN2CNN556VBOA77PG35YJIH3XVTYX6EBPYQSUCHOYQRQ====,ORG1,CASH-MPA,USD,21215,20240401,20240701,3FRCVN5CS34PC5LESL3NBDJZLXRFUNSVKWWHZL6I264E6QYRDZPA====
PPAIXDKKD2ZZJABINTRRLPNOMPQMPBEGDAZGMJ7PFWOW7FUN5NNA====,ORG1,CASH-MPA,USD,12975,20240401,20240701,TTPKYB2IGBB474IAXDCAWBDWUVLCN7TUMUYNAITRQPG7LY5RWIRQ====
LAAGI2LDXQMUZOQTLUSPBFI3PVYNZTZJ7FDM5ITRL3U7IYKAWYTQ====,ORG1,CASH-MPA,USD,4928,20240401,20240701,6CPJ4V42CDXFCWKQYOW2UHM4QRRKNJ3RS7LHHC7AEDEXWIIW7JLA====
AO7MCPUBIXXO3LQ4C726QHHOLM7GL4N6H5NXNNLQPKZBHTLPAPZQ====,ORG1,CASH-MPA,USD,31604,20240401,20240701,AB2JHGQJJUN3QR2QQJ3CUM5THU4JNON3U45ZSBLNKD2FNIH3YOXQ====
NVRK67ADL6FSBHGQBIOOLGUVZKCLMQRWWZTIMSV7PDDWOPPFQUFQ====,ORG1,CASH-MPA,USD,12123,20240401,20240701,IARYENIBHVI2AWO3XOF65KH77W4SY52S7ZFP3ATVGDECSC57M2FQ====
DCP4UGAOVDSTHDMJQBPWIUQFRG6CZ63KMYSBRS7SH2WMAEVH3WQA====,ORG1,CASH-MPA,USD,60753,20240401,20240701,
QQIASWZLENCIMKWTM2OQEIOKXXLF7BQPCG2GUNQFDRLZWFYLVXVA====,ORG1,CASH-MPA,USD,79885,20240401,20240701,XRIWMRSRHV5IEMQW3P7WTRJYIYIOFLUBDTFDBGM5Y3U6GXX4OB2A====
LPAZI3HF4CZPS2QZW3IK4777BSY7YKQOZTJXYVBU5MLPWKQDMABQ====,ORG1,CASH-MPA,USD,94467,20240401,20240701,H37W3UDWDVPQZD7NPHI2N43K4N4QC4CXBFCCWWCSGWM6OAJM7ORQ====
IFC2KTARFWIZBMQZZNMUUWCHPSVFB3NQMCP5SGY3YOLQ7WJBHOGA====,ORG1,CASH-MPA,USD,43418,20240401,20240701,UQXDXNAADHQL6E3K6EI5HDAYM55Q566SKDOCDLRWODP3BINYWD3A====
O2ER5Z7B6OFWSWAOMM4SPUYKXYXZZ452PAVXMO5ESXUZOBCSWRHQ====,ORG1,CASH-MPA,USD,4296,20240401,20240701,G7WQXWX3B57ZBWFUFFAOREW7OVDHQOR3FLSUNWXITJIUWNXG2R3Q====
JEQZLYB5OY45RA5RGFCUOZGMWIQRIK2Y6E4QYXY3A2KEAVPH2ZRA====,ORG1,CASH-MPA,USD,18890,20240401,20240701,AWO7JOBWZ3XUKOWYNHYGYLA3SX2N4TFPZDLLKQCK6NBDV5KPQSZA====
3UENR4O6VONRIVJWN6EA5DA44OJHY5GPMP2PM4VTRDGJY7TBHYOQ====,ORG1,CASH-MPA,USD,27562,20240401,20240701,S3ECDT6U3KOR7A52ZNKCGOOEPT7JC2PD67WUCIT4RNQB3WIP5INA====
53WMIW6ZZGMB2XSVUBP4RGHRXWBJ24TXADZRYU6HCWPJUNSXPWPA====,ORG1,CASH-MPA,USD,49991,20240401,20240701,TWY6OF5SBSNDNNJE2QY2IJV5U5YW2FFLQXVYTMN5FCDOC2NNZAAA====
3KRL5CG4VDHGTNLVZX37EJJ6U26DHIKMCAIYYRMLH2S6JPKINCZA====,ORG1,CASH-MPA,USD,64717,20240401,20240701,CPNLY5HBJN4K4LGTPUB4KG3POF7XHDCR6WJN6FDFT5HMF5LRRHWA====
CMWC5SZRON3PZRN4TG3CLCXFA6DSDUMBQMJCTNNQUS6E3H4LAEUA====,ORG1,CASH-MPA,USD,54785,20240401,20240701,4FE7NMLR67U4G3AX5RNFYMS2XOKEEGOQGE2LIXKARY7YTMNK3FQA====
CSTFWGL23E3T2CQDBF3US6UWUBFPEEXSCQQMYDCHSMPCVJ2TC2TQ====,ORG1,CASH-MPA,USD,14817,20240401,20240701,
63Q6CRZ6HE4BLBQ5BP2XX6JY2SPMPT6LJOHNKE6A7GHV5T53IDDQ====,ORG1,CASH-MPA,USD,65126,20240401,20240701,HBHERCVJVJRSHAQSYEF3UXEICSLS7ZYYLAUSOR6VVJCQPG6G5L5A====
6QPYZRKOOMQKUUNWZYMATSKVYKM4MJF2V7KWZB55ZH2AKJ2ALHMA====,ORG1,CASH-MPA,USD,60875,20240401,20240701,T5BZGDH6IDIDXDPGRTEGPRWTFRG7F5YBVC2KWS2FNYGFBEMBTM4Q====
OVN3BCYUSIFQA76LALHM4RG3VZEEWFIPN2L3HZKBC3J56ULFXWBQ====,ORG1,CASH-MPA,USD,84661,20240401,20240701,XJMA6R7R2C5QO4NOLDSSNKVR7WZA224UNNHREXBWYGE2FBF7VEAQ====
SLLFBBYOU7CF2LINY5535XK42AICJZICEZM4TBOS5MD7IFFWQXMA====,ORG1,CASH-MPA,USD,15666,20240401,20240701,TGJD5EJ232EQYFA3UAGKNDHETZ6YBZGJE6WSQPX4QVCJGIPE7WUA====
QZ6A7JUVJGJQU35GIFGBMEMRAIVHNZGWIUQ2YZYCA2SI7Z7C3KSQ====,ORG1,CASH-MPA,USD,13340,20240401,20240701,Z5TOP64RNTBMMBRUWVPOFZ3PNG64Z3E4NXVK6SUIWFG7UNIZIYXQ====
CU6ISS2AJCW7RWSDJWJ5BLMZDXE34GZC7JBLUHBUDDHMJUNMI3CQ====,ORG1,CASH-MPA,USD,33427,20240401,20240701,WA4VXINDVVNEWDGCFCVQSZREKG4L55J2XLPY6HWDWURQRZYDTRGA====
F5OISQZ7ZFXUGQLKXS37SJWUYEYIJKWG52RDBDST4D2FRFV3AMJQ====,ORG1,CASH-MPA,USD,7179,20240401,20240701,QRB55BBC4G3P5KZ5O5TEIC4E2KA7G6TLL5S36PZRTDUZRS6B2RDQ====
MBXEZ4DNLDTSWK6UQRBTRIHJKGUVKP3XSRGWRPLEPZENQING2UWQ====,ORG1,CASH-MPA,USD,40219,20240401,20240701,S4EHRUNKUFUTLNNGULB5DUF6ZQXJARZC6TR47ZNNFFMQJPZKCXKA====
32Z34LYIXRQTBWAR4MJBKHEZMLPBIUJQWINMMU25MGXBUSF4MUOA====,ORG1,CASH-MPA,USD,41064,20240401,20240701,6YYCGOJ6SMW35WXV6IYEZW7NWXYAXNB63K6G3PWUMRV5B5VF2WVA====
B2SGQ4GFIJTNCURC3JK5JHZ47RBKRSFM7AQXWRJLLI3OUP32YFJQ====,ORG1,CASH-MPA,USD,84241,20240401,20240701,VTARM7P5QKHLLK25BPIIRF3YOWV75ODG2WAMC35VO4HXJBDEFYGQ====
OZGCMIUTZFZJHO2RPVMGZBZRNHACQHQVNS375WFKJVYT47SM73DA====,ORG1,CASH-MPA,USD,96875,20240401,20240701,ZBGV3BXMP6JIZET2VPHLFGUBLY33QG3UHY6ZNEACQES36ENIZCBQ====
ZTJJD6XMRDORWTWVO3CPGU2O7VHGPCDTACNT2EWKJYJVV7XVQ5QQ====,ORG1,CASH-MPA,USD,52137,20240401,20240701,
RCINRZLTVGF7QWGBEHRH2CVAT7Y6SE6DR5VXUUMFB62NNZUFR7RA====,ORG1,CASH-MPA,USD,42093,20240401,20240701,2NV6A4DJCKEULSTOWE4FJJHEUPCZTXMEVJIC7E5PJZEFBE3JXR6A====
2DWDIUBUOIIGS3HSPS2IW37RZEF6BJH52ZKHXGONAIIIBIGZQHZA====,ORG1,CASH-MPA,USD,80138,20240401,20240701,BTKVSMHP2K7RA5B75UKXEDU7IILQWMRLDTT7G3ORDAC6RR4BQHCQ====
6CY27FF35EEUBSR2PVWECRTCZJZDEYQON272DVVJCTLBQCITKLIQ====,ORG1,CASH-MPA,USD,91315,20240401,20240701,
5QP2EHDNR7ZKSNUHP2IA7SXB7NSZ6JY7TLX4N6OLWFHTSNOIJR6Q====,ORG1,CASH-MPA,USD,58026,20240401,20240701,MLRP3PSMN34Y4LGVGLTJ3YWBTCMJ4L4RT2UR4KQ2NTM5PKPAAXWA====
NCPKBDPEOAAPJ7YJVTSB4URSMZWBGYZMZ3CNQQAVLILNYAQYWPCQ====,ORG1,CASH-MPA,USD,92791,20240401,20240701,KEDRGIT5K6JHJRG34GB2DYPDSCTQCIZTTVPVRXT55FUS2JMMUI7Q====
D566BHBKIZUYGSWKLU5ZOQJAJBF43SHUGRSKZS7DESSBUZ7JZOTA====,ORG1,CASH-MPA,USD,11591,20240401,20240701,QIGXDEKON5VAUOYTRNT6CORPVFT7BCXRORHBS3DZF35O2Q4XVHFQ====
G7EOJMKGYTCLJ6RM2UJQJ7CZSK2Z7M2A2ADWX5DVNTRZ2QJGDD4A====,ORG1,CASH-MPA,USD,94756,20240401,20240701,DDLKWGQQMJYDHESLXOE37J23HZBAODWGCPMUUXSWT34W6TAD3VSA====
NWQHKIEKZ63YNTSDHYEDWSPUWEEGHXRMA4PEDJQOSWTI54GRKAEA====,ORG1,CASH-MPA,USD,11324,20240401,20240701,2QS2B5LNWS25A6MYKTXVMC3Y2YMANNX6GERWCZ23LL66A6BNPBPQ====
46TWRBH4ZRJ53JHV5SOMIUMK726FTZTQVAJIBOIUVOSGSB3OUN7Q====,ORG1,CASH-MPA,USD,92372,20240401,20240701,
LJZQ2JZTHEVFF3XBAUF3RCOEKQ4YRXDWYJ6UGWDVMM2I4N62524A====,ORG1,CASH-MPA,USD,48730,20240401,20240701,LHE6MP7AG4QEMSBJAI4MRO5ALXUPUCUOZENA7ULGISH3JN6P44DQ====
CZ2PGORIXD2KXEVDMYT2CRI5QMHRKUDIBKPXZLA743E3DXGKOQLQ====,ORG1,CASH-MPA,USD,3006,20240401,20240701,7QYJWVSXXHM6JWW4NG7VUPGRY54JPS6WIJ62B5KLZGIU75YZUB3A====
JJWAFBXHIAWXLFBXEKGYOHUSXL7JWOLOIVVWVESTFGJS5LS7JEZA====,ORG1,CASH-MPA,USD,98366,20240401,20240701,IOEXAUTE6AH5E4VAOHBMCOZKVBNOV6QQTUJNO6IKP46J42DKYVAA====
5GR5S4WN5BEGYMIVQ5L65WAR5VCVG4MTESTBYOXU2R3WS7D6VN7A====,ORG1,CASH-MPA,USD,69398,20240401,20240701,JDGT33IRNBWYXT3DZWYGWSEUKL2ZHROP4YNI5CAAA72JNYYHYUQQ====
TOZLG7O5L7VGITKK6LED2IDNHKC65HUSLKMKAGUR67O34Z2QHWIA====,ORG1,CASH-MPA,USD,69459,20240401,20240701,
GQHFCTNJZ4QQTKOY3BXDT2MXVPEHGS3RDCUXLF4ULFCLESHHE6TA====,ORG1,CASH-MPA,USD,16699,20240401,20240701,
EM6RXQAPPFK6Q2IIDBBBTKQLJEXM2Y7R2AK3MNUOY3GPKWLOPYYQ====,ORG1,CASH-MPA,USD,73976,20240401,20240701,PGQBLDN2QN2H2MGBOFGF4IOF7AN2ZDJYDDJKY6H35Z3KFSYIYCAA====
C6LOYDQLXU3FIBZPN2QSJPFDB437WBMVB5WESCT2XJAZ4UCOREJA====,ORG1,CASH-MPA,USD,55964,20240401,20240701,ILK2Q3XLIL2D5TDYQXDW3AVYV7YXVEN3WVYPYPZP4TFTL4ZKJJVA====
47D6M2TSVBMYWNPP6WXZFIYPBYRXGXV2NKIBNQ7AJJAEJOAJMZOA====,ORG1,CASH-MPA,USD,83384,20240401,20240701,UZEO2CHWZ3MNBMCMM3PN5FKOHR3AYFX4VV7GQBTCU7U2DOCO3V5Q====
X7U77SG4EMYPEZADH6NQYNHOHX2HJZC4H2TCEXYENXH4A23QT76Q====,ORG1,CASH-MPA,USD,47486,20240401,20240701,YTOEFQRIGQ4K4JN35VGMJR5A5WR73NNBSGYLTFCAO6KJTEYGBWVQ====
O4SGNELQLETFD6Q7LQGCS5F4CV6APDRU5J3DTW5QMF6XXQGR65CQ====,ORG1,CASH-MPA,USD,74818,20240401,20240701,TWVFG64OOVCRZIUSEUINCV7KHMAFHP43DZRMSWGTJSMY46CYDEBQ====
REPWXS3MAWQU42NWD32UL5BQ2J63GZCGTQDCNUGP5UFME5T6353A====,ORG1,CASH-MPA,USD,74361,20240401,20240701,QF5RTVJDW37TJLPIYUBIKGLOBW7MBDIADK7NMJV4QUQRICXCRLHA====
CNTLPOSMTATWQPAPY2VS7LUY4Y5CT6E6WIUR3LWAQYMTJW3PW2OQ====,ORG1,CASH-MPA,USD,30908,20240401,20240701,SKZYGMBBZMWHJ7HR3D4IJODH7MLQZQHAQU3TGCYMB4ACNREJAETA====
KRWDD2V5L764HH5HTIFYV2ZDOHYQMY7WDMQJBDQTFIQLA6C6C6NA====,ORG1,CASH-MPA,USD,56100,20240401,20240701,ZBSXLSOUCWKNYHSZMFPQZLP566VQV46DYHD2QYZP7FETP2TEJZTQ====
E2GISK54NYH4XQLHIXY5E2CC2FNDNGAQVH3QSXN3OOMYG3LKE3UA====,ORG1,CASH-MPA,USD,85155,20240401,20240701,EHSJBNVAL33SEJAKAZIRRJTKUSTSXVIJEVZCXUHOXOGB6UX4Q3WA====
AYWDQBJ6FED6TDKHKAPBS47FP4ZX4RFAZZKRMNW22BYTGA7CTKAA====,ORG1,CASH-MPA,USD,98327,20240401,20240701,FJGQFXZHGANZOEBYOG7TDRG27JGPHSU5KW4NLNWK3CB3ZOP7I7GA====
KC7Y2CFSIRM5PW6M3Y6TLBYNTY4NDH5BJJ3C2UDSB3C5Y3S73D6Q====,ORG1,CASH-MPA,USD,25660,20240401,20240701,IHWH2YAEILBCSPCR45FXND7R3MMRN3JWT3PTKLDCQPIJ4HKXZIMQ====
PBS7DCYCHOBCSC3L2MGV7LK3PX7LB57G3YNKH65KQ33SNGLWM3ZA====,ORG1,CASH-MPA,USD,31827,20240401,20240701,
DPESDMF5YJKM2QQPW3XKJ5RCVOEAXYF2WGQN76VXLHDYB4C6JT6Q====,ORG1,CASH-MPA,USD,24579,20240401,20240701,MPRW6CR4IEJL2N6DQB3PTXGSI52EM7AMX7ZI5O5ODBSF5HYUUNEA====
ZM6M73QG5FKF3UKPEE4QESTJKD6OV6HNWYCA3INPRSECR26G2VRQ====,ORG1,CASH-MPA,USD,59131,20240401,20240701,Y5NTTIRHG2MRCPX3KVRSR2PWX7REH4COUNUZVTOEFWCQZICSPD5Q====
A3MCQXQT5P3FN5USYWJSY75XGQ7AYMAEUMH7J2627NN3R4VBWDXA====,ORG1,CASH-MPA,USD,86496,20240401,20240701,
O4KOEG3ZBW33P7CPKHFCITYC6PXW7M646LSFEI67UCORUXKJTS7A====,ORG1,CASH-MPA,USD,48002,20240401,20240701,74QIZWII4INBND25JZK6JAWNBYPDHPHFXHZ7J3GERSCKICC74ZSQ====
3BCCEQMWIQ46AP3I2CGXOWW45DWOFMHAROINEMMJYI7HKO7BFFTA====,ORG1,CASH-MPA,USD,51060,20240401,20240701,BC646AGRTAJ3LI5IXDUFHOLB2QNURFHZNJCCVXJUYMJW4UXMFBTA====
VJL65NGFDM22UAS4LNZE74JCBXW3FBIUXAQOTBNCOUU6VB2WOPUQ====,ORG1,CASH-MPA,USD,3010,20240401,20240701,OMYOABTTDUSHBJB2VYW6XMFNAKWXEPZFYTLLOXYRKEG3Y35HRSQA====
UXVP4SQ5RQWFKD6WEA3U77AWDA7JP7GPWTOKSO7OI7XPLDZ7YA4Q====,ORG1,CASH-MPA,USD,51718,20240401,20240701,
ZTRB4H7HO6MKKF7EJRWKZCSND3WOOEFKHMPMCEMADPMVWBALQ5VA====,ORG1,CASH-MPA,USD,34038,20240401,20240701,3EU4IX7AOUXV2PFM4LOMNIEWTHRAIABCTCXQVUZA6HUNDNIITDIQ====
HFVREB72JSGJNQGR6ATKVJC6GORV5IBBFBE4N633GBHM6D5S3LQA====,ORG1,CASH-MPA,USD,23900,20240401,20240701,JCHHHNAFDUCAMCP7NH6NOXCI7L4ZLNDF27GLSIHSDWKZ6H3PGQGQ====
KGWD5HNY6WT7IOP2LRLZIMNFKHWKULEP3TKN4G5ZDOH6CXWWL72A====,ORG1,CASH-MPA,USD,98242,20240401,20240701,N4NCBFQKQWAY2AYJ5H2VZYQ7XYYNPY2HGTRMS4NZJB3WNB2OIJKA====
RZM6UPCIOYBN2JTCOLUSLYWK5B5YTCO4MP35TOSXI2OWQROTTOPA====,ORG1,CASH-MPA,USD,46750,20240401,20240701,5SAXGFVIXT36FP5GTZHMOCT667K553PTYK46BIRDB2A4YQTURXDA====
VMHURSRJPOIP4RRRKM6XLDL7OKMJYGU4OAYHRQRGJQPNNOBOBAOA====,ORG1,CASH-MPA,USD,4040,20240401,20240701,F6YLZWOP5JU3FZTUCN6LYA6F5NQDUKXEFWOGARDMWZORVZUDYHXA====
PFAGUME2HVB6PQMG25FYJS4OQMH4NQSSOMUYZ5TX2ONQU4OM254Q====,ORG1,CASH-MPA,USD,75576,20240401,20240701,XWVDAQCZYMDAWNZMUCFJUZGQRYZNP6ZG5DUBOSSS5T64ONRJVKNQ====
QSTBKEAEXVPB5MIHN4AKBUXXLSCBZUU6TVKK6CR44GLPOFPKERTQ====,ORG1,CASH-MPA,USD,68255,20240401,20240701,3N45RFXRR4HKB5HFVOGB4DQULC2NFA2CFOMOKATBMEDCZYLGXJNQ====
VBSC5W6PK5VPZBIDAQ2JIMB3YQUFVRAISBXT7OYLRXKOUZMO5GUQ====,ORG1,CASH-MPA,USD,28807,20240401,20240701,5WCECVD3WNLM4DCVMSTG4Q3BKZCWHWOZI4S5XPCAW2OQTI7OB6HA====
LJGTNNBZSAD2ONI57PULTHBA774Q54OWYPUROXIVD3SRZNPBV5CA====,ORG1,CASH-MPA,USD,76097,20240401,20240701,SGSSOHXYBMD6WWLELE7BCCBVECTI55ROTMGCNHPIT4PRGDHY45RQ====
I4MSOFCSQIEJHIKSB3MBTCTHFCIEYBU2V4YZDCCO6ZTNPANEXPAA====,ORG1,CASH-MPA,USD,8714,20240401,20240701,YJZXZMMSPGRRO4X426RHMDPV3RFZQMEDW3VXE6HJ3PCOWGJCWTYA====
GI7TOZTAFQV4DMWSGX3FP7HWJF3FPV37YHD32VUT3M6KSGGEMZXA====,ORG1,CASH-MPA,USD,32337,20240401,20240701,
