Individual Reference,USCADI,Document Hash
812072371688,E6OLBWBQ2TMS2JXZERWKGFYNSZLA2POC5TFRG6QIRRCGV52SSQXA====,CLWTYMYASGLCPUYODP2F6RUDTN5QCRGEQU5CC3XSD2LTCA5CV42Q====
787759472231,T7FJJCNK6GAAXXX42KWR2OUYERE32KIBY4NM6JACC6HQV5QEKC4A====,QZJGENZY74MCCRUAQPK74L43ZNSO3LHR7EPCNQ5LSTW5CFGSU6HA====
436181676818,OQZOZ4O5RPK276VMSLG64UR7DWTS3ZCNUCHJLYEGJ55W5GECKTAQ====,OIUQZYSBA35ICRSI5A5YXSJW62UJBXXVNGX4RIAH7ZZBMAUMRXLA====
373493637512,POCCF7NLGOAXZ3TDF6OTVK6J63GTQ3QBCP3D3MXXFLJQXYKOKV2Q====,TSN5YY5KQWJCEHWIRIWHHDGZJUNKAYMDAXZTJIUTWEZH46JR7MDQ====
922488274304,4J62G6AKQNBXK5BBAJGUQTMT7W2TLRDS6OCRZND7CDVS3ZU5KARQ====,
149421418931,SEJQMJC2NGOROJ56VXA4O2K6S4HM6DB5TSNNBKR6KVEQ4DHBLEQA====,TGR3JC45LBMTYUFX5O4Q7YJADI5IOE2U4FRV6LAKZBERH6T2XEJQ====
930979591335,7DDSNHLLRKLROTXN6ZQ5RLAXXR5U6LG6I7F7L3FFMZSQZYSHZ5VQ====,GUXFL4FHFO7HUFTEHQJTWZR3N4PT4YTDW75RDQ4EKMHJCODCSD7Q====
961676609593,TFZZJNE43I6XSEBLQLDFLUYWFS3XKJT3DDBUKVQCHNW5HPU42B2A====,ZSRLQLPCJDOKQ7WHOYZOZABTSF2D67TOEFARSF3ADEZU7C7JVB5A====
124066329648,WI6M74GS2CHE3E53QQ4CTI7HSATMBXRDZ46ZZOBAB5F57IPV5B7Q====,QQUN5IZSH2O5H5A7ALLWPUSOMHPCMUD5LV2DT2WQQY6C57ORTATA====
154610249038,4ZYIBYGYZZHD5SNVPW2T5GMTZP72MWNYRNJHPT4JW3PNLE72NMBA====,LU4NVXRDBAAJ7TWHGS5WADUDLMW4YD5XGT5VCORRWCDL7AO24PZQ====
109508832029,O3MAH64AVN7JKH3CQKJETI3EVVX7L4F5KTXGMXPO3FTZWXHBHWZQ====,KHNB2HOUJIN2R5I2YGGNJHVJL7NDIJOMRN7O4W2CAJ3M52KRE3AQ====
480400251076,5WJLCI2DBQDJKBRULT3TFGMH7ESBRNCHQC2SDZYEHTURH52NOATA====,XOPKNZAQBGO4MCGRAVAS44UFITC2QNNUYRVLHM7DTIBXN7R26SXQ====
965403772750,PKO2TWQQJXRK7FDZSJFPT4D2FYBOINUOF3QLQ2MWXHQSWJMQMKSA====,3WD5JEL3JLVXPJDYEUJEDMVK73I73Y565YBE4USGYSX6QQGQID3Q====
702623487136,7HRHAUY7UZXWXLJYQOIU4ZPUJ4RTBFJWT5PKTWO7GEBEHKBZOHLQ====,ZLDNCTSRXUVH6CQWTLZVXYLAHWZIDSCH3I2UDQ2LT5TVM6HWELZQ====
418318114769,PHCSKWZZKZFRI3C52H2ERTPHZQT6YVN76MLNK4WB3D2SANE4O4HQ====,GVFKJH5ZYFVQ4TRWPKIGKK7ZMASW2VMJRY63U4KNHKFBXVBJUU2Q====
698422153040,I46S6HF5O3TNUZKJWMQSD7LNR6N3EW6MXZZ3OH5GT2MVGWV7M4UA====,YAJMPQPVA5I73CFRLXIEP65D5CYICNDW64QGR6AVBGETE6WD6WWQ====
659047810003,J6YXN5NXTZRSJLA7E7L67MRQ3A67ZT2O5HUUWC26PTTNBNKFM62Q====,QEM7KXCUCLV7QAESXCEPIP2JIAGTOFLWJFOE57MQLB5T2HFTGEWA====
445880840989,YDHN7RZYBONRCDWZK7OFPFGDISU5KB2UPKVUZ3MTKU3VFHEPKE5A====,74NOWWFE73QYNJD42RTPYPI6FYKJ7OPOXUNV5EQAJSGX6VLYFURA====
585563841470,HND2OJTXXOLSUJKHSYK6QVYFAJQSMDJAIUM5JQCRMZOU6TO6FPYA====,4UOIGE6TGV3XKSA7VD2M2MILZVRGGYVNUIVFACI6VTVDY5OT6XRA====
158244781221,QPZZFG47WK64MPZVUCISXTGW3PAK2FUY52N5MD2DALOUIL6OVCWA====,6FCLZRA3LH3QRE24244WPATGMUBSGRYMWHEUADIF3ZGQQYYZNX7Q====
604776248628,WWOAYZSK2QSTCJXDX7MHL6YM2IM7H3AZMFLWYWZPSMHTENXUPG6A====,
691992884385,AWCW4EHLZW2DZJ2JDKJJIV3T6XSCQWCUDJ2CXM2M3B7HQ4BNCRCQ====,YMU2QAYOONUF4GAW6XDBQJQF4KQCTIBWRH3HOJPLKLWLHQRGFZRA====
730282477527,R76DPWTNQ7UEFLMDLMHFDSXDDDNYTHHHZOIZEVE242XPAUDUKI7A====,IJJQPHZFGO5WQDL4KJVKVUWG3E3RVOWB24DHZNCPOH5Q3VFYLS5A====
281221606350,6VBEI3PZU7XPJKLNNC3YFWE2FGMWVBBXRSMDKLFJTGOJUJRMAI4Q====,MUKH44HMSNKDEFZNQST23KDJAMNDOCTGJ2HCF6CDZV64BWJEHPOA====
318241286862,3D75XFVTGMJJBES6H7YYCXJI7PIXKI4F6S54UGDWIRTLDVKHLASQ====,
368826682983,LKTLB4VXINBZIO2WC6SRJLREVYZDS5TYZYTBIGN6NHTAJHFNOZ5A====,
563601168582,JDAH7GYXB72MITYT4O22A6RMDCBMNJMDUI7NJI3HP3XMR2ZNGVFQ====,4GKSF5KMDHOEB7Z5YM5JAGPQY3OBSSFPESL4Q3B5YJ2WQB4Q6SYA====
442491188437,GNGMOFGZKVWIK7QGYLXRKTWG6EZSCSI7XZO54LZLFU3LHPILWDWQ====,K3WYK5NM6I32QNZSILZ67ZKW6J6IO4GK657UV4YGFYYRAH7J4TAA====
296623261500,4PJAFM3C6NZ7I3B3TK3D2WMFAJTBQ32IV5OUCZW6WFV4SLVCHSTQ====,T3S6B5OMGGYVJAPXIU6VAQAWBMSMQSQQ5U5IQJSWAYAEVG7TMGGQ====
803827368091,TMPIMKUPC6RPGYQFYTZ5C2WKH46JI7IR5KBAJQVK74B445JEZMVQ====,NZWOHVVR6TIDGOMVKNOBVUCOYIWHX7VSDMBHZVF7PDIX5DSO67IQ====
456451827775,BWGMZ72ZLJ6QAXWPYSZK2HO3UZGZRO72LNUZC3UUEZHTIJQX3VVQ====,6KE7RL3ERE7HPADAQMP5BLQST3EEYVOUYRFT5N4REPBRKPQWNG3Q====
665994947751,FK5V746R7EE3H3M2W3DNO546LQ2AL3CNZ7CBEI2P6VDN4CWTBNNA====,EUJZDJVM44ZEVV2J6DWEACWUYBBVHRJDCDWVRBUUQDNIVCBYHHVQ====
456927383051,DOHINLIGUQLTV27LYGQT6JPD4INXUDO4USOIUMT3W7COHIJCF4YQ====,55WHVKW4P4LMHGL2MNX32NUQCJK4ZBGVKIUVOFH5IZ3I2V7JYK7Q====
546131906056,AALBQ6U7VMFJRQK2SZXXGK437FXUMVEYPGU6QOY5L4KVOTGVAIRA====,
252080171665,XJPLFEKTY5NKS3WWQGT4OK4IBFC7L7ZDOVBNN4MUZYHTFVG4K4UA====,6ZE62TWS5OFG7VCDTVIDOBC7ZPUSDHAEFAUWAIRT7KUMYB2UCPLA====
472324788797,VSKT3VHQCHJG3GAAR4NWJPLZYVKADVDJLFM4JER5E2Y4ZYYUJGTA====,
676193966718,SAK7T6GWZCBPC2QLMWHLDPYSKHN6WY6GGGSIVNMHQJ2NMMDQROEA====,J76WSBHG6RNF3LEM6FGZXD3NROJ6YT4ZDW7DLZLJV4CUXXM4GWUQ====
653580821260,L7UNTYV4B34UUJHIAJ2BUUB2GP3KYVLDQ47TKRO53CYL5BG7UQDA====,I72NYB3ECF7WUAOAP3ED27NPVYDZ35K3KAG7WAVBZEGIMGTQ2NRQ====
206735846219,ZQMEPEWVZD4HDWO4T6YA6KXOP37VGJPXXFFNK6UKEC32SUYABGYQ====,
851879323222,E2V52M3RDKVKQEB2GZDR7JVQIPJB2MHOU3SHGFKXTHREV5QD4DRA====,
646602442572,WC7D4I6M4ZTZJYUFDGOFFFBMDIQQIN7FQNWDKVB6VSFDJ2NU6ASQ====,F7DQZIH53534JDO45XT626WMYWOWOK37P6BRWAVUWTI3TE7OXZEA====
378858759016,CWWEDHJPFSMXQ4ZNV4VC3IXXXDCCJZCQ5QOH7SN4F2G3MIZYIZTA====,6AGKJ5T4NWWTR7UZVN2SDN52NXGQW6XMN6AKCWSF6T5EA63MMLZA====
936394428405,IXNFYWHULRGYRNMSACDYGDZIWUBMVAAUC2GLAGXYOYSKXDW4I2UQ====,GPB4NNGV2AZ2SSMANKMSS3JU7LYXMJ5DEHNVVZIMBBOF4PMCF4NA====
262560728202,QMTYAXX4ZY37K4BE7ZHY6MQ3OJVJ6ZHQPDSGS3M6CBSAZB6X7YZQ====,274GQTYFUBH675WF7SYIK5JPT3OPRGRPV7J7X7HZG74ISI4JZPKA====
309640450441,VBJTSY2NBJJOJTVSFLBRGX6HYPI2KHEHX3G4WS7NQ6U2FF5UQNWQ====,
264610193334,S4KFGIK2WYB24GZW5XCLUN4AO2PDSAERQ6IFWU56TAE7PPJ6TXOA====,MSFRESCYYOSOBT5DKSXT6QJBZKGH74Z6SPZGTPEYGDECNJV7Q5WA====
602986632832,IBKZFNOJICIGUHBHPB24MXTX4AJ6UNIZDDPVYWBCTK5URZIMVRZA====,
153718023639,RBJQ6CSLABA7K225H6Q7K2X4Z3QWY7H2XMDQVBHZRJM2R3L6RUZA====,4GU4TVDOZAGZK6W7NJVYKGE34662WRYLTACMKM7LT6YGLD47DGUQ====
663702610533,FMYCIIYLE3MNF2LZBYPXFU2Q3HXAENLS2JNJHE7MF43WBVILXH5Q====,CDOVGWDL2RLNOE226ZLOOENXEOKB2DNLJP2ICBMIFND5RIL36EDQ====
210949974873,SMHGE5YPHZQY65FTOMPBT5BP4V6AHGDCHF5P2NZUG7UMOYG4NYSA====,ZG7V7KWZRNFPTRN4ZTBJQ47F2H6YKOD5XU2NPILIBCPJZ6EPIPPQ====
897551795169,HCPECDNGQ7AEOWQNM5W7WV46U4HYHWMZBYIM6I5ZKWK4I647X44Q====,ZBE6NASZNMY3GIW3RJVKG2VAV3PTO7JLS4MLVPRXGUI5VOOAJL4A====
513161399772,NB7E55IJBSD5NIF7PNFJB2JGSDZFQ3HLRAJE3K4JZ3KREBQLUBTA====,
197253740313,F4WXMKSTDSBB4DEQ4RGO5CMAFSPZXK5ZFKKHUXUOKC4FKNDJ47DQ====,ABWZJIEJABJMIJ3TIDWWGYV5ALZMZSXIJNMIFSPY5BJEVQA3CHFQ====
604018950791,J3RPIWYYFOWS4X3A5ENOIYAWGXXM2V6LFB4M2SUZJX56SEEEBFNA====,XWTEJXQFHH3BHJDNOYZDWRODEKEPR2D33D5Y5RNDLCYBFZMXNCFQ====
441012795324,72KL6UNPBT4HTWX5HP42HJG5YUKTSQUAZWPUEOKABPXV7VV6VEWQ====,ENAF7IO72CCUCGABNYK4Y3PFJ7AFAPHD7PCDHQXXJAM5P54WZL4A====
708677727690,55WQ2YZC2OZFIIFE2LOJBFNJBBUVGXSA4HJELRYRLJCRFNX4HX7Q====,ITTKRGK4EIV4M67V2ZITAME5YB3A7CUGCQUFTW42EIQFTEA4QDUQ====
996371002804,B6DYVWDZ7DQF2KMJZI7RHQGWHFIOUVEFTZCCL64VE3BKUV2TQIGQ====,VBTNLHC5PT7KZQKXM4GFENCZW7EHW5BDSV24OOHZAJAF4JRJA7XA====
219571235302,WUUW4DEYUSKWLDHCDYDCEDVDLVIFVGGWL4XIC5NIEC6AFVQARTIA====,D57HN3H3LF53DADJMQ6WRVATEF75LAAFQT3DQLAXFQ7O73YVYOYQ====
864997828190,F4F6UNVKTBMGNCD7SZ7E6QDCX4FWLT46QMEVDXMZRZTUXIM3SWTQ====,
226149111848,IK7LNPX6JHNBGNUXWDLSRRYXW3WBI4VV4MRKZFAWHLT2LRONDMBA====,RRY3LDGGYVIZYJC6CX3ZWPQH5TRJ5WT4MZFWESPKKBSKF3PMJFMQ====
419724091141,Z5XBGIRY44PF2T55ROXKSZAGSCF2BUSWCKB2WZ7SHOCCHRZCPZFA====,EZNKZRH2WWRTZZE65AH3UAWYG7EUCNCWP2ZHF2CGRS5RJBN6QCXA====
982362458599,C326CWJCGNXBM5XRZ4JP2WXPRC74M7XIDL3MTJAMYS7U3OBFL6JQ====,
782418606906,BAI6DYMOQZJOTSNCJ66GL7DI4PGMLO3LDSTN56IQ247Y2LDZ4QYQ====,TCZ7UESV2GKR4A7QWDJGC7M7IKOHEZ5AARSY5MCY57BXQ36UXA3A====
940808571588,RR2Z43CBQXVK4ZBWK6S6CV33CX5OPYV4T6KYOYQITY6PO3FN2DTA====,6KSFBE6ADAUPE6DAJX4VB676CX6H3C5CGYTHIPJDOFGBRY3XU6BQ====
715558345735,BMUSHV4FTK7HNLAEOYSVU23VRJMJYE7ISQ3TUN2PF3CXOV3WVHBQ====,PJYXZ7VR6SVTK7UVVOGOQA5SX6I2JH5FEMYJ37RCNDLNIYBEZ3HA====
384072904632,P5QLR5SPBBZZOOF2BAET4GPRAPX5VUYKHE32QF53ROWUWSCYWZYA====,FNGLO5NY2JZPIVDZU2TOKAVR4RF73THKU7A2HIOQS3IECIT7SIRQ====
804819901833,ICE77QZDTAN7OASEXV3M6DPNX2TBD2IC6DSUWETKQAG6FNNQ36EQ====,JNW3RHE2HIBNTQ2OZH2M72MP4FNQQW2LTAK22Y5VYSTUU6ZJ3JIQ====
578421840330,DFMCTXIHEFPOPXV2JJECGE6MCFXTVFYHV2JWNKGHCXJDSP7LF7NA====,KM6KPBVN6BLCXZMP2TUGHH6K42ITLFPOVU57RCT75OKI2ISVAGYQ====
158797793243,SLH6ARUND32LWI3MSSGB6HLB6D3OCSTM36SOGOGXGQF4ADGPU7LA====,ZXHY5Q7KMPDYW3H2S7Y3762FL45AN3UGURBQ5W2FG4UHJSHWSGWA====
956157753695,KVMESFMSE6KA2QFZLE76ECUGNF4YSLIRDKYFKMFKGIYJME6MB57Q====,UH45VH2QLXKEPDZBPQ5PRRWRLXQ2CVGI7NIDPL4U3Q2OQ7HP25RA====
829785955161,YLO56AJI42ADS2GX4DUSOQETJVJHP22RJV32ARSEEMPYLLQUJNMQ====,PREIQN6RYRW6BSYQYGOGALAVMA36UDK2LHYWHXZUYZOA24AOSWCA====
476178185629,ZLDGSQLXG3DVHRY7RKJCVSM3HD74FVFVEFNIGABNCXMUXKVR3OIQ====,
269179412103,YUXLMEWHRCJJLFS45UGM7XVNN73NQG3TJXTVLKXTPH4LWT4LV2MA====,GTRDNA5UHEMXWXDN5AFNNNJJXQ627PWTZ55ALSMBIYYYL5A7BZYQ====
264691943866,YTKBXI7OTSMJNS2XSMVBLD3OGP2C3HU5QRUFKQQMEFBN3DN2D2DA====,
857777840186,DBX5ITDCI4LE6JBUQZJBRVMY3ABSRQCLJ4MZ4LL73DDKQHHH6T3Q====,EJYOAOO3NV5IBTZQ3CM6Z7KK22DSREOOPHQVBOENAR22TZD4ZFJA====
256267313594,T4LTFFCPVXDVJSY2IT2RKSU5BQV7RL4GLPN7OITEEV7GT2PJFUQQ====,7J4B4RCHKERXFT226HFB6ZGKO55AGLBHR3N7O2A7AI46XTWGWRHA====
888473858975,A5PXHXDGBSMEXCIKXDON3MJDRJCKIYB2Y7RPGUB24SYI2XTFWFDA====,CGDU6AWPHDFHAB3BGDW6O65EUHE2FKUZUOCHWMHS424CKPZY4ZVQ====
280966212925,N4TODEHU7XNNN37OOOXMF5FWB5ZGCK2EPXYPHG5P6UJBRNMAJNNQ====,
534427476666,KNYQ6ZLKJHF7RTSJK34DVJICZ6446FYYEG35C3AKJLJBWIWU53SA====,
656408759680,XNL4OPEQ35RUNOHJANFYEM5NNTUBUWTBM4J5JPBFMJMWKRLEJMPA====,GZURGPE4RNKWE2WIH45LUU7LXFYK57MPZXWPQ23XXLZR7DMB6BDA====
857849774543,XZDDJN3GNBXNSRCVSIH7MA2RTNCDM4SEX4H7HA5ONO6VFYYARPCA====,ELZFC4RPVD6ACNNCCPBKCQS6SHCSYAWVBA23R2Z4SSIKVF7PFJTA====
319183945880,6SWPVK4R3CML3NQ746J3M2QNLUJVP4X6S3XT45SUMQ5CH5P7FNPQ====,
370768889212,HX7KVQBHENOBGK4Y2FBRKP46TJZ3Y3KAF3W2JD5J2XHGTR57XEKA====,
422226045553,RXLZFQ3ECSK2A72WUD6GAJP4H5A3P3A27WYT45SH7T66WIVQWS2Q====,
966608932234,5HXBBOIBBIADLH4MUSJGR6EXV7SOPWLKFP4WR3VSVPIKM5HS74NA====,HSAEXEWM3PL3UEESVPC4LXPKIZOCYULTVNBNM63BS5BEMWDMID5A====
784507581577,OFKVDKNJCVCS6CWK6DOXOSEF6MY3UVZKR7QBT7TQNPDWRONIOIXQ====,MBCPOVIOEYGMEF6VBOHKGSHX3MHRFTVZW6R3FVRK4EDAGVHSCL6Q====
200556517336,T2RKK2XXLAIIKVKF35OWSQ3JIGK6E6OJMWHHUKOR242RBBNZMZEQ====,M65OIVXCWG3QGI6BWKIL4D3TZJKH5IQKIRW2SWYTOWAGZTKSUCBQ====
803347387402,7SNQYFWMNFTDQBZUDLKIRH557LXDDFFK6YQBLKG4EC7QSXMHXULA====,5VSAUOIHT2DJ5NYTIIZWR7KQJXKF3UW533FSX4ODVEVQ3FZDD64A====
330969311302,MB735C6JG4OV3DZMZ7GUOQDSEHF5VQBJM7V772SAZGHEK7YE3AIQ====,Z5RRI73VQAKBKEQXVCGRFGAEHBN5DJQP33FXLOXK6I2UAVEWGYBQ====
499519612569,OE3W3TP62TOFKZE346JFDK7E3YVOLAMBBZYF6KKGZ7KXA6XMK6SA====,ESALL7WOQQNWW3CECS7PQEDJV3KEPP5LOPNHJOE6E2UTEU2H3S7Q====
574337316478,YV7KCBLV3EDOMIQXLNAKVY5WY6PKO72BUADEKPPPHWIMTKB7V3BA====,SL4SRYNYVJT7EQLHQVVHEM23PHD7FHQYBYV7RXDSAEAHU7U2T25Q====
777673177479,JO2BNKLVWWTINHAP7WUMYFIBK6HGUFNNGIZUXXEOIQNHO4ZNMIYA====,
658271265265,M4FVCCOY63FFRZKZGJL7QEXIJRAGU74E6PZFIIRHCYEF6Z2H37UA====,UXPMNWK5MF7GIR3RY2PT3KXGBQF5DGBW5O57MA7G2IZRG2BPARZQ====
939809816375,DB6FMHERJHD45DY7Z5FZSYZDU77V4VY73R46B6WLDAXANCILTDFA====,
633251792629,ZDNHNWAKZU2KDLEBAL6B7UEZMRP3ORUUYACLQHBEPMVX7VMHKFAA====,7LE3FVE6P5WE57223MSPP5OU6HJYDWTOMKLF4JUVNNLPUTCNTROQ====
281504009648,RXC4AAFNFGTA7PZALYDUVCFULTYT3NNUTK3KJZ7FSBXATIPHEU4Q====,4Y7SW5SDW5637K6IBDXYIS53YAA6CA5QUOL4WKVZRGMYC6MTKQZQ====
755114978199,XEI726HZTIHUQFYR5PBCYRF67TE6J45J44LMLKSP2PSUEMZ27BFQ====,PKEJY4YJGTR6IF3IASL7BSJJYH37DJR2AMPJOYFQBCVHOESWDNPA====
880344481650,KYS74AWVFYW6VT644MY54GJ67VST2MTOKOHN6OKALKTYMDHSJC5Q====,YZBWGRBPALE33GAL66NWKRWGWGZHYQON7ECSFLNRNNTHKXNDT74A====
444230077696,4EKBNLTRMNWB6B65OKECII2LXZMP3S27JVQAJDET3CVCWWZ4RUAA====,DI7225OAYEXPEXBNJEEFPU3VXR3BKZY4G7NKSNBDDIBVBMUUFY4Q====
135099834609,J2FM6VZ72WMJT4TFVZQN3TSWFKZ2I4IS5P5ZEOVGROJHLVSNCJDQ====,JF2BOSLSPAC2SKXREH7OFVEQ3RPMUHTLEWSUPVSETQGG3GKQ2RPA====
910502322154,K55BGZWU5S6IWISEYXOAFXWQE74RAJ6VXRMHFNCNCHTCAFAO3OAA====,YWRJLRL4YQ4RASQW4HROQXDX3ZNVRBKPGSJ6TJMTZGCDDFI6RRRA====
751937962708,B44RRKSBCXPEEX3ABQOJSDRNA774EKULZVOVV4CF5U72T7CQYNFA====,7YQMIIYODVS2QWDYWQ6O67K3ECQD3NVXZT3FNKAIN6IONGLPG33Q====
235160594707,H3MVS77HBDEBSLWTHMV6U3BQWIPELOP4G7ECVRUAUWODVRSRISZA====,L4GZTV253Y23CCVZRZNERITCBBNNLCFRHZ6HMYMPBOZ6N2BVYZKQ====
755748975497,BEG6AMH3COFB264KUBHX5L7ZIXAI3MTTIZ4GFB6Z372YQZ2VNDWA====,WFASZ74O7NA6D7WCME2FG7IVTCZ6GAJAWUTJARRDMSRQKW35KD4A====
642821532008,AGHPJEVQXL5DAJEZWRKS7UFP23J2UEL3LHEX7ZVKRDSVFCHISONA====,VWGNBQHM6266XQ4FTZULWIIDZBOFM7J5DTCNTF5OUG3ZMC4AXZCA====
844992489281,SEXNDHGUDHLMPWULEEMSLQJXXS3BKSSW24BT3JCKJJV2LBTEM7IQ====,EOKRMRRZSWGIMOUOKXVBLDHHMC3H2LW3ZFGD5UAGQJFRISHSL23A====
886778424812,THBIFR4CCDBFMTWGMIZRQV57AZ4C5RKG2IFIZICIQFVLKYHGCTUA====,KMGA2PEF62LTVQONWCZARXBTNDOTGBGQP5OR74KDMAA7F2W6TJUQ====
860785496695,QLBXDNKQ575K7SN3WHHWJOCPS7NUBGIMA7LG52DUCZ3ZKUEBCWTQ====,O3ENYS5SE3FD5LJL6LDSUYYQ5MYQNAKAZAF6UTSKIHI4JM3CLQPQ====
802523771865,W3CLPXZ5CDV3TMRALDIWOM5N36ARBQPP4F77BBYYHMKLD55ROWDQ====,
231249769358,FUJYY3PM4TO23TH7MGRMBNI3SCEWWNEGAIBVJFOEJVSC4XEN4YHA====,OSKASG3YBMD6U7O4DIU6QZ4G5K3HGNEO5MVSGT4OFU6R53AUOZDA====
554836582995,JJGOI6CJBKSITOLU6UWUXGE3VZG3HR6RKJSMKWJI267X23GXFP7Q====,6Z5J3RIMJ5FN3SZYI6VENLTJ5FSHBLM3CNCZ6MS423P2WCZVTCGA====
262661876028,WPLIYYKC5JZQNRCHBP252RP7K6QATWSY2GI7VO3SZSM3CMLSZ7GA====,P353L7JDA7SMQ6KBJZOE7XZ5G3ZIG6E2MNPXTZRKUS5GK27G235Q====
977231173352,HUARYWDXSZQXTHFSIEASUWHZKNJRC7WTTNO6CTYX2PJTBBET6H7A====,ER2PUNOY2SE7ZUTXJW7TSJ2LJFFFDCMLKIM77Q53PEOKIJSSPW6A====
502163998957,JDSY6XPMGPZG7VSDMEGWEZYYGNB57CZ4LN4ZVXSRDP6UKV24WZBQ====,UNB32K2GVGHCLD2KN7CVC5MAVEYGERVUADGAX7DEFZOFZSJE74MA====
592444446064,ZZBEVN6ZEUXN6Z5MI6B6QCHCKLLPAX6DDBWFXPWP2NMPYE2CXC5Q====,
107987499877,PTPNWGEPM537C7HDJE3W62ISYCHBI37IXFWJC7XIO5AW6ZHUTPAQ====,DZ3GDZ6TBKKV47TOZQUWOBU7JKMZGK4L2EXL65NY644TWLWXLM4A====
307764951919,PTAP5TXAQTLU2CGJ7ZPKPH77KKXB2IKWH4LAXOBUC5ZAGEVFINJQ====,
955614581877,VEOZQLMOWTVRSXINDVVDPEZEBPYKLOAVLPVXLIW37L4PHPZ3NQIQ====,ODILMGPFZTY2GAXAI6D7VXPYXJPWTIYQT2QAU74INHFZV5SUINOQ====
989311172890,LLKHHCMRVS7NXOGF7EJ6T5NRKFYRNBZ5HSNZOZQZ34C6DZCVQH6A====,G4SLHJNMXJGNCUVEWBZNCT33EOHX74MVIZIBHIECPQ22KOCGKY2Q====
698539707931,AOWP27OL4KJRDLWIZYGVFNNVNBMIZ7Q6AWOGBZVSXMOTOHQJT6KQ====,ILNOESGI22ECAIQGXIZL2CRAEUPOFSSTVGETHN6W5672G2MQ5BNA====
353836900595,NOU7FBFYKMEA63OK265EPBY3G4A76EP5CP2QP3G5YKETZD4FSQ6Q====,MH3NST5RKMOZVQLK3RVKK2YIC6T5RYKEWK4FW53T442RGWX7DUCQ====
334091807655,NTUK4GQPGYHEU7WSEKKJMQAOV26HENACTXMHLQ2D733NKAWZCCZA====,ZVMECH3E2IYP4BEFO4PG6ZTFELPWPCUFHARGOPPMPS6W5BZKDD7A====
183991955067,IQDOPUONMRYDVNPF5J2VLBQF3TFB2PAFEOIRTV6RPDXSH6TSHYOA====,PFY3D7ERQLPRYMFJ7NSRMOQ3K744LV3ZFJBE5PV7NDEJVREZIKOA====
676660324711,SYQFWZAU3N6OCD3FKEWGMVS6CBCMSBBJ32X2SERJ5UFVQUBSSN7A====,WFENONSAFQACQU5FHWZSBL772LRZ6LMNI7STP6SLZCLGLVRAIHDA====
551574727525,YKNDJMABLQXOJEQPEJA4W6T6AH5AMVUJUMOWZG46ODZ472OICASA====,7NFE7FSUKRFTJZ4OBVOZNDAUTXIVSU2CMMF3CIEQBHTQV4J7THCA====
698386529636,5ZR6IAQH5UZJSWQJGA24BODD3YH4STPPV5QQZ2M2K2RRNLHKMUXQ====,2SKB26ZJYDSORZRC4VZ7J55NCT2KNMESLZQSWYEPECTJ7PHWNNLQ====
852165093286,ZJO7GP6OB7P7IYIE6R7RB3RHVDZPM5FCRH3AGZAE7WRVK6DSDWOA====,
946236842208,RCMTGL244UDGSDBNPTW5ZCBF4EAJRCODY3WMOZ7AGQYWWKUZIGPA====,IWI3YULZUUPZYRJIRHEIHFA42POI47GY542KXBOZ5KJXBEOKRNPA====
276656036022,3HXVPH45QP57UFMOZJ4BOX4X2UXHS32342BDLZVQPLHIXUFIGL3Q====,FDUOWGNHRG5HHGEFOVSSWBCSS5UGUONZZGDGXYKKWVKSOXNAMKWQ====
879554552246,MOQLXOZCUNA3IJVWPLQGFYDXLE4E5AZ7QDRIF3H6AKK42EEOIJHA====,EYR5WE2PA7XPPWGUDKF5M26GUQVFDIKKVPEVPBUJ4GJX4QSYNBRA====
882400068265,ZPXP2DABW346EA3LZYLKPXIMZNYTUAEF3WW26E6P2VRUVCRSGN2Q====,J46XCEG7XS3UNWMRDZRJY6SQDFICL7XTSFUQCLBGYR74LNYSTIBA====
257898088109,W3FR4YGFXYFBSVTLKSJLRIUZUK322R2GIMOL5L7KFWV2FFW4A46A====,XPR773M6HUMBLJENZS3N3KZPPSAL7EKXWFKNRYNLX4YW3C5TXT4A====
328533086497,IFF253A4ANFS7Y3LE7U27US3O5JWADHZ7V6YXGJIVQ72SCH2US6A====,X3IGASYAJ2KXJHASV7QAY4RWE2BEB5CMYIXLV4QRYDVRTTZVE2EQ====
490704431252,4SDKO3LFOWVAMS2XQD62N5KQJTANMOMOLPD75NRDV7E2MP4Y666A====,
875334858914,353BSMWZGCFD2UH3XYAH2GPEWWZY6ZORHNYOIVIRHB6567M53ZWQ====,IPYHJWIQFCXK3FUZ6NEVR746RZGGRDSMWT6VFWG2IEJS2DWFLFIQ====
679248359114,LMTOXGREM3B7UMJZHC4KCNUQ4SAMUM6YE4EAJTKZFR5HB36PDYYA====,MJAPCI4OGNE7ZEOE57TO536KVVRENH7B7OTYUPZX2DGLVL33ZPKA====
560830458807,W67XYH22CNPZRULFUWVIOQ7VQYNMYV5LYL7HOJGLNQ2O6MOCXFSA====,4FHSQIS5XUQBLEUR24SS2F3XLN5DKFAUVGLQCJC2DA7FR4X6ODMQ====
706063239891,NMUDLQBIOPZ5R4KZ6CP5D25BUBDU46FD6DXLSBRVPIQKGNCOKPTQ====,CHJVXF5FD654PZD6WYTFE5QCBH374LOEF57W2AD4WA7B6QBHZQWA====
